Model,RMSE_Original,RMSE_Cleaned,Improvement_%
ARIMA,0.6259474482285527,0.6265256421785445,-0.09237100520626845
SARIMA,1.1061693932014187,1.0698756586382139,3.2810286368677564
Prophet,0.25605480129326325,0.2517219645860158,1.6921521039103553
